Name,Value
Hobbies,Outdoors
Profession,Professor
Item 1,4737648
Item 2,10065428
Item 3,4546014
Item 4,511016
Item 5,6839434
Item 6,1690388
Item 7,3648305
Item 8,3918124
Item 9,7023946
Item 10,12291609
Item 11,33449
Item 12,9532785
Item 13,11433316
Item 14,13644495
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,8286890
Item 20,124277
Item 21,3427815
Item 22,11041854
Item 23,8036406
Item 24,6133638
Item 25,8696863
User,2448
Gender,Male
AgeGroup,30-50
Hobbies,Outdoors
Profession,IT Professional
Item 1,1559655
Item 2,6443289
Item 3,7669807
Item 4,9135603
Item 5,6324076
Item 6,6896055
Item 7,11388684
Item 8,2275891
Item 9,4573768
Item 10,6502910
Item 11,2596677
Item 12,1024587
Item 13,1629582
Item 14,1758811
Item 15,4116862
Item 16,5324390
Item 17,1293971
Item 18,3171362
Item 19,1163153
Item 20,892315
Item 21,2475239
Item 22,3427815
Item 23,11049346
Item 24,8036406
Item 25,6133638
User,2449
Gender,Male
AgeGroup,50+
Hobbies,Outdoors
Profession,Professor
Item 1,4737648
Item 2,10065428
Item 3,4546014
Item 4,511016
Item 5,6839434
Item 6,1690388
Item 7,3648305
Item 8,3918124
Item 9,7023946
Item 10,12291609
Item 11,33449
Item 12,9532785
Item 13,11433316
Item 14,13644495
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,8286890
Item 20,124277
Item 21,3427815
Item 22,11041854
Item 23,8036406
Item 24,6133638
Item 25,8696863
User,2450
Gender,Female
AgeGroup,30-50
Hobbies,Indoors
Profession,IT Professional
Item 1,4737648
Item 2,511016
Item 3,10065428
Item 4,4546014
Item 5,6839434
Item 6,10072787
Item 7,13644495
Item 8,3918124
Item 9,3648305
Item 10,12291609
Item 11,11041854
Item 12,9532785
Item 13,33449
Item 14,11433316
Item 15,1690388
Item 16,1559655
Item 17,6443289
Item 18,8286890
Item 19,193652
Item 20,7023946
Item 21,3427815
Item 22,124277
Item 23,8036406
Item 24,6133638
Item 25,8696863
User,2451
Gender,Female
AgeGroup,50+
Hobbies,Outdoors
Profession,Professor
Item 1,6839434
Item 2,12285424
Item 3,4546014
Item 4,7023946
Item 5,33449
Item 6,1690388
Item 7,3648305
Item 8,3918124
Item 9,8286890
Item 10,12291609
Item 11,11041854
Item 12,9532785
Item 13,11433316
Item 14,13644495
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,7136371
Item 20,124277
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,511016
User,2452
Gender,Female
AgeGroup,30-50
Hobbies,Outdoors
Profession,IT Professional
Item 1,10659884
Item 2,13012773
Item 3,1741540
Item 4,6451873
Item 5,5359984
Item 6,10791419
Item 7,7424682
Item 8,4983622
Item 9,5346428
Item 10,1021297
Item 11,3700753
Item 12,7807956
Item 13,2437142
Item 14,6956281
Item 15,831715
Item 16,1559655
Item 17,6443289
Item 18,11041854
Item 19,124277
Item 20,33449
Item 21,511016
Item 22,3386165
Item 23,6839434
Item 24,8696863
Item 25,7658608
User,2453
Gender,Male
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,2454
Gender,Female
AgeGroup,50+
Hobbies,Outdoors
Profession,Professor
Item 1,6839434
Item 2,12285424
Item 3,4546014
Item 4,7023946
Item 5,33449
Item 6,1690388
Item 7,3648305
Item 8,3918124
Item 9,8286890
Item 10,12291609
Item 11,11041854
Item 12,9532785
Item 13,11433316
Item 14,13644495
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,7136371
Item 20,124277
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,511016
User,2455
Gender,Male
AgeGroup,50+
Hobbies,Outdoors
Profession,Professor
Item 1,2082415
Item 2,1690388
Item 3,8696863
Item 4,511016
Item 5,6839434
Item 6,4737648
Item 7,3648305
Item 8,3918124
Item 9,7023946
Item 10,12291609
Item 11,33449
Item 12,4546014
Item 13,11433316
Item 14,9532785
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,8286890
Item 20,124277
Item 21,3427815
Item 22,11041854
Item 23,8036406
Item 24,6133638
Item 25,3811042
User,2456
Gender,Female
AgeGroup,50+
Hobbies,Indoors
Profession,Professor
Item 1,11150622
Item 2,2082415
Item 3,3811042
Item 4,4546014
Item 5,6839434
Item 6,8696863
Item 7,1690388
Item 8,511016
Item 9,7023946
Item 10,12291609
Item 11,33449
Item 12,4737648
Item 13,11433316
Item 14,9532785
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,8286890
Item 20,124277
Item 21,3427815
Item 22,11041854
Item 23,8036406
Item 24,6133638
Item 25,6956281
User,2457
Gender,Male
AgeGroup,30-50
Hobbies,Outdoors
Profession,IT Professional
Item 1,1559655
Item 2,6443289
Item 3,7669807
Item 4,3918124
Item 5,3411845
Item 6,2275891
Item 7,6896055
Item 8,6502910
Item 9,2596677
Item 10,1024587
Item 11,11388684
Item 12,4573768
Item 13,1758811
Item 14,4116862
Item 15,5324390
Item 16,1293971
Item 17,3171362
Item 18,1163153
Item 19,1629582
Item 20,892315
Item 21,2475239
Item 22,3427815
Item 23,11049346
Item 24,8036406
Item 25,6133638
User,2458
Gender,Female
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1629582
Item 4,1084712
Item 5,3411845
Item 6,2275891
Item 7,6896055
Item 8,6502910
Item 9,2596677
Item 10,1024587
Item 11,11388684
Item 12,4573768
Item 13,1758811
Item 14,4116862
Item 15,5324390
Item 16,1293971
Item 17,3171362
Item 18,1163153
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,2459
Gender,Female
AgeGroup,50+
Hobbies,Outdoors
Profession,Professor
Item 1,6839434
Item 2,12285424
Item 3,4546014
Item 4,7023946
Item 5,33449
Item 6,1690388
Item 7,3648305
Item 8,3918124
Item 9,8286890
Item 10,12291609
Item 11,11041854
Item 12,9532785
Item 13,11433316
Item 14,13644495
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,7136371
Item 20,124277
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,511016
User,2460
Gender,Male
AgeGroup,50+
Hobbies,Outdoors
Profession,Professor
Item 1,511016
Item 2,6839434
Item 3,4546014
Item 4,12285424
Item 5,33449
Item 6,1690388
Item 7,3648305
Item 8,3918124
Item 9,7023946
Item 10,12291609
Item 11,11041854
Item 12,9532785
Item 13,11433316
Item 14,13644495
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,8286890
Item 20,124277
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,10065428
User,2461
Gender,Female
AgeGroup,30-50
Hobbies,Indoors
Profession,IT Professional
Item 1,1559655
Item 2,6443289
Item 3,7669807
Item 4,9135603
Item 5,6324076
Item 6,11781190
Item 7,835683
Item 8,1021297
Item 9,7487418
Item 10,2045991
Item 11,4951277
Item 12,6230399
Item 13,13218693
Item 14,2495446
Item 15,9332217
Item 16,6451873
Item 17,2599807
Item 18,9164087
Item 19,4924314
Item 20,1910856
Item 21,8351884
Item 22,884518
Item 23,13544734
Item 24,8403711
Item 25,1615614
User,2462
Gender,Female
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,7669807
Item 4,9135603
Item 5,6324076
Item 6,6896055
Item 7,11388684
Item 8,2275891
Item 9,4573768
Item 10,6502910
Item 11,2596677
Item 12,1024587
Item 13,1629582
Item 14,1758811
Item 15,4116862
Item 16,5324390
Item 17,1293971
Item 18,3171362
Item 19,1163153
Item 20,892315
Item 21,2475239
Item 22,3427815
Item 23,11049346
Item 24,8036406
Item 25,6133638
User,2463
Gender,Female
AgeGroup,50+
Hobbies,Indoors
Profession,Professor
Item 1,3811042
Item 2,2082415
Item 3,8696863
Item 4,1690388
Item 5,6839434
Item 6,4737648
Item 7,3648305
Item 8,511016
Item 9,7023946
Item 10,12291609
Item 11,33449
Item 12,4546014
Item 13,11433316
Item 14,9532785
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,8286890
Item 20,124277
Item 21,3427815
Item 22,11041854
Item 23,8036406
Item 24,6133638
Item 25,11150622
User,2464
Gender,Female
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,6324076
Item 2,1559655
Item 3,6443289
Item 4,7669807
Item 5,9135603
Item 6,11781190
Item 7,835683
Item 8,1021297
Item 9,7487418
Item 10,2045991
Item 11,4951277
Item 12,6230399
Item 13,13218693
Item 14,2495446
Item 15,9332217
Item 16,6451873
Item 17,2599807
Item 18,9164087
Item 19,4924314
Item 20,1910856
Item 21,8351884
Item 22,13544734
Item 23,884518
Item 24,8403711
Item 25,1615614
User,2465
Gender,Female
AgeGroup,50+
Hobbies,Outdoors
Profession,Professor
Item 1,6839434
Item 2,12285424
Item 3,4546014
Item 4,7023946
Item 5,33449
Item 6,1690388
Item 7,3648305
Item 8,3918124
Item 9,8286890
Item 10,12291609
Item 11,11041854
Item 12,9532785
Item 13,11433316
Item 14,13644495
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,7136371
Item 20,124277
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,511016
User,2466
Gender,Female
AgeGroup,50+
Hobbies,Indoors
Profession,Professor
Item 1,6839434
Item 2,12285424
Item 3,4546014
Item 4,7023946
Item 5,33449
Item 6,1690388
Item 7,3648305
Item 8,3918124
Item 9,8286890
Item 10,12291609
Item 11,11041854
Item 12,9532785
Item 13,11433316
Item 14,13644495
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,7136371
Item 20,124277
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,511016
User,2467
Gender,Female
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,7669807
Item 4,1629582
Item 5,3918124
Item 6,3411845
Item 7,2275891
Item 8,6896055
Item 9,6502910
Item 10,2596677
Item 11,1024587
Item 12,11388684
Item 13,4573768
Item 14,1758811
Item 15,4116862
Item 16,5324390
Item 17,1293971
Item 18,3171362
Item 19,1163153
Item 20,892315
Item 21,2475239
Item 22,3427815
Item 23,11049346
Item 24,8036406
Item 25,6133638
User,2468
Gender,Male
AgeGroup,30-50
Hobbies,Indoors
Profession,IT Professional
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,2469
Gender,Female
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,4951277
Item 2,6324076
Item 3,2045991
Item 4,7487418
Item 5,9332217
Item 6,2495446
Item 7,11781190
Item 8,1559655
Item 9,6443289
Item 10,2599807
Item 11,7669807
Item 12,1021297
Item 13,13218693
Item 14,6451873
Item 15,6230399
Item 16,835683
Item 17,9135603
Item 18,9164087
Item 19,4924314
Item 20,8351884
Item 21,1910856
Item 22,13544734
Item 23,884518
Item 24,8403711
Item 25,1615614
User,2470
Gender,Female
AgeGroup,50+
Hobbies,Indoors
Profession,Professor
Item 1,6839434
Item 2,12285424
Item 3,4546014
Item 4,7023946
Item 5,33449
Item 6,1690388
Item 7,3648305
Item 8,3918124
Item 9,8286890
Item 10,12291609
Item 11,11041854
Item 12,9532785
Item 13,11433316
Item 14,13644495
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,7136371
Item 20,124277
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,511016
User,2471
Gender,Male
AgeGroup,30-50
Hobbies,Outdoors
Profession,IT Professional
Item 1,8403711
Item 2,7487418
Item 3,4951277
Item 4,7669807
Item 5,13218693
Item 6,8351884
Item 7,11781190
Item 8,1615614
Item 9,2599807
Item 10,4924314
Item 11,9164087
Item 12,2045991
Item 13,9332217
Item 14,2495446
Item 15,13544734
Item 16,1559655
Item 17,6443289
Item 18,6324076
Item 19,884518
Item 20,1021297
Item 21,835683
Item 22,6451873
Item 23,6230399
Item 24,1910856
Item 25,9135603
User,2472
Gender,Male
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,2473
Gender,Female
AgeGroup,50+
Hobbies,Indoors
Profession,Professor
Item 1,6839434
Item 2,12285424
Item 3,4546014
Item 4,7023946
Item 5,33449
Item 6,1690388
Item 7,3648305
Item 8,3918124
Item 9,8286890
Item 10,12291609
Item 11,11041854
Item 12,9532785
Item 13,11433316
Item 14,13644495
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,7136371
Item 20,124277
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,511016
User,2474
Gender,Male
AgeGroup,30-50
Hobbies,Outdoors
Profession,IT Professional
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,2475
Gender,Female
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1741540
Item 2,8163952
Item 3,5359984
Item 4,7807956
Item 5,2437142
Item 6,10791419
Item 7,1021297
Item 8,6451873
Item 9,5346428
Item 10,831715
Item 11,3700753
Item 12,7424682
Item 13,511016
Item 14,8696863
Item 15,6207373
Item 16,1559655
Item 17,6443289
Item 18,124277
Item 19,6956281
Item 20,11041854
Item 21,33449
Item 22,3386165
Item 23,4983622
Item 24,6839434
Item 25,13012773
User,2476
Gender,Male
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,2477
Gender,Female
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,8015926
Item 2,3386165
Item 3,9710358
Item 4,2518768
Item 5,4983622
Item 6,831715
Item 7,3700753
Item 8,511016
Item 9,4737648
Item 10,6956281
Item 11,9532785
Item 12,1816056
Item 13,8696863
Item 14,3811042
Item 15,5944112
Item 16,1559655
Item 17,6443289
Item 18,6839434
Item 19,193652
Item 20,124277
Item 21,33449
Item 22,12291609
Item 23,11041854
Item 24,11433316
Item 25,6207373
User,2478
Gender,Male
AgeGroup,30-50
Hobbies,Outdoors
Profession,IT Professional
Item 1,8015926
Item 2,3700753
Item 3,9710358
Item 4,3386165
Item 5,4983622
Item 6,5944112
Item 7,3811042
Item 8,124277
Item 9,1816056
Item 10,6956281
Item 11,11433316
Item 12,831715
Item 13,8696863
Item 14,6839434
Item 15,511016
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,2518768
Item 20,12291609
Item 21,11041854
Item 22,33449
Item 23,9532785
Item 24,4737648
Item 25,6207373
User,2479
Gender,Female
AgeGroup,30-50
Hobbies,Outdoors
Profession,IT Professional
Item 1,6725611
Item 2,7658608
Item 3,4215596
Item 4,6451873
Item 5,5359984
Item 6,13012773
Item 7,3332725
Item 8,8696863
Item 9,5346428
Item 10,1021297
Item 11,3386165
Item 12,1741540
Item 13,6956281
Item 14,10659884
Item 15,4983622
Item 16,1559655
Item 17,6443289
Item 18,11041854
Item 19,124277
Item 20,33449
Item 21,3700753
Item 22,511016
Item 23,6839434
Item 24,10791419
Item 25,8232938
User,2480
Gender,Female
AgeGroup,50+
Hobbies,Outdoors
Profession,Professor
Item 1,6839434
Item 2,12285424
Item 3,4546014
Item 4,7023946
Item 5,33449
Item 6,1690388
Item 7,3648305
Item 8,3918124
Item 9,8286890
Item 10,12291609
Item 11,11041854
Item 12,9532785
Item 13,11433316
Item 14,13644495
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,7136371
Item 20,124277
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,511016
User,2481
Gender,Male
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,2482
Gender,Female
AgeGroup,30-50
Hobbies,Indoors
Profession,IT Professional
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,2483
Gender,Male
AgeGroup,50+
Hobbies,Indoors
Profession,Professor
Item 1,7669807
Item 2,6324076
Item 3,835683
Item 4,1559655
Item 5,6443289
Item 6,7487418
Item 7,1021297
Item 8,11781190
Item 9,9135603
Item 10,2045991
Item 11,4951277
Item 12,6230399
Item 13,13218693
Item 14,2495446
Item 15,9332217
Item 16,6451873
Item 17,2599807
Item 18,9164087
Item 19,4924314
Item 20,1910856
Item 21,8351884
Item 22,13544734
Item 23,884518
Item 24,8403711
Item 25,1615614
User,2484
Gender,Female
AgeGroup,50+
Hobbies,Indoors
Profession,Professor
Item 1,6839434
Item 2,12285424
Item 3,4546014
Item 4,7023946
Item 5,33449
Item 6,1690388
Item 7,3648305
Item 8,3918124
Item 9,8286890
Item 10,12291609
Item 11,11041854
Item 12,9532785
Item 13,11433316
Item 14,13644495
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,7136371
Item 20,124277
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,511016
User,2485
Gender,Male
AgeGroup,50+
Hobbies,Outdoors
Profession,Professor
Item 1,7424682
Item 2,9710358
Item 3,1021297
Item 4,3700753
Item 5,3386165
Item 6,1816056
Item 7,6207373
Item 8,193652
Item 9,2518768
Item 10,6956281
Item 11,4983622
Item 12,5944112
Item 13,831715
Item 14,511016
Item 15,8696863
Item 16,1559655
Item 17,6443289
Item 18,12291609
Item 19,124277
Item 20,11041854
Item 21,33449
Item 22,9532785
Item 23,11433316
Item 24,6839434
Item 25,5346428
User,2486
Gender,Male
AgeGroup,30-50
Hobbies,Outdoors
Profession,IT Professional
Item 1,1559655
Item 2,6443289
Item 3,7669807
Item 4,9135603
Item 5,6324076
Item 6,11781190
Item 7,835683
Item 8,1021297
Item 9,7487418
Item 10,2045991
Item 11,4951277
Item 12,6230399
Item 13,13218693
Item 14,2495446
Item 15,9332217
Item 16,6451873
Item 17,2599807
Item 18,9164087
Item 19,4924314
Item 20,1910856
Item 21,8351884
Item 22,884518
Item 23,13544734
Item 24,8403711
Item 25,1163153
User,2487
Gender,Male
AgeGroup,50+
Hobbies,Indoors
Profession,Professor
Item 1,7669807
Item 2,1559655
Item 3,6443289
Item 4,11781190
Item 5,6324076
Item 6,9135603
Item 7,835683
Item 8,1021297
Item 9,7487418
Item 10,2045991
Item 11,4951277
Item 12,6230399
Item 13,13218693
Item 14,2495446
Item 15,9332217
Item 16,6451873
Item 17,2599807
Item 18,9164087
Item 19,4924314
Item 20,1910856
Item 21,8351884
Item 22,13544734
Item 23,884518
Item 24,8403711
Item 25,1615614
User,2488
Gender,Female
AgeGroup,50+
Hobbies,Indoors
Profession,Professor
Item 1,5944112
Item 2,6956281
Item 3,4305103
Item 4,2082415
Item 5,11433316
Item 6,11150622
Item 7,3811042
Item 8,124277
Item 9,511016
Item 10,11041854
Item 11,9532785
Item 12,4737648
Item 13,8696863
Item 14,6839434
Item 15,4546014
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,8286890
Item 20,12291609
Item 21,3427815
Item 22,33449
Item 23,8036406
Item 24,1690388
Item 25,831715
User,2489
Gender,Male
AgeGroup,30-50
Hobbies,Outdoors
Profession,IT Professional
Item 1,1559655
Item 2,6443289
Item 3,11781190
Item 4,6324076
Item 5,7669807
Item 6,835683
Item 7,9135603
Item 8,1021297
Item 9,7487418
Item 10,2045991
Item 11,4951277
Item 12,6230399
Item 13,13218693
Item 14,2495446
Item 15,9332217
Item 16,6451873
Item 17,2599807
Item 18,9164087
Item 19,4924314
Item 20,1910856
Item 21,8351884
Item 22,13544734
Item 23,884518
Item 24,8403711
Item 25,1615614
User,2490
Gender,Male
AgeGroup,30-50
Hobbies,Indoors
Profession,IT Professional
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
