Userid,Gender,AgeGroup,Hobbies,Profession,Seasons,Listing ID,CountOfListingID,AgeGroup18-30_weight,AgeGroup30-50_Weight,AgeGroup50+_weight,Seasons_Summer_weight,Seasons_Winter_weight,Seasons_Spring_weight,Seasons_Fall_weight,Profession_IT_Professional_weight,Profession_Professor_weight,Profession_Student_weight,Profession_Contractor_weight,Hobbies_Indoor_weight,Hobbies_outdoor_weight,Room_type,Street,house_rules,Price_per_day,amenities,property_type,review_score
2564,Female,30-50,Outdoors,IT Professional,Spring,3097745,13,0.384615384615385,0.461538461538462,0.153846153846154,0.307692307692308,0,0.538461538461538,0.153846153846154,0.153846153846154,0.384615384615385,0.307692307692308,0.153846153846154,0.384615384615385,0.615384615384615,Private room,"West Giddings Street, Chicago, IL 60625, United States",,55,"{Internet,""Wireless Internet"",Kitchen,""Smoking Allowed"",""Buzzer/Wireless Intercom"",Heating,Washer}",Apartment,
2565,Female,50+,Indoors,Contractor,Summer,2573322,13,0.384615384615385,7.69230769230769e-002,0.538461538461538,0.384615384615385,7.69230769230769e-002,0.230769230769231,0.307692307692308,0.153846153846154,0.307692307692308,0.307692307692308,0.230769230769231,0.769230769230769,0.230769230769231,Entire home/apt,"West Argyle Street, Chicago, IL 60625, United States",,150,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer}",Apartment,9
2566,Female,30-50,Outdoors,IT Professional,Spring,1099158,13,0.307692307692308,0.461538461538462,0.230769230769231,0.153846153846154,0.230769230769231,0.230769230769231,0.384615384615385,0.153846153846154,0.230769230769231,0.230769230769231,0.384615384615385,0.384615384615385,0.615384615384615,Shared room,"West Farragut Avenue, Chicago, IL 60625, United States",,65,"{TV,Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Essentials}",Apartment,9
2567,Male,50+,Outdoors,Contractor,Spring,11326229,21,0.428571428571429,0.380952380952381,0.19047619047619,0.333333333333333,4.76190476190476e-002,0.285714285714286,0.333333333333333,0.142857142857143,0.19047619047619,0.428571428571429,0.238095238095238,0.523809523809524,0.476190476190476,Entire home/apt,"Colorado Avenue, Santa Monica, CA 90401, United States",,175,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.host",Apartment,10
2568,Male,30-50,Outdoors,IT Professional,Summer,1758811,21,0.238095238095238,0.571428571428571,0.19047619047619,0.19047619047619,0.238095238095238,0.333333333333333,0.238095238095238,0.285714285714286,0.285714285714286,0.238095238095238,0.19047619047619,0.428571428571429,0.571428571428571,Private room,"Hill St, Santa Monica, CA 90405, United States",,125,"{Internet,""Wireless Internet"",""Smoking Allowed"",Gym,Breakfast,""Pets live on this property"",Cat(s),""Indoor Fireplace"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit""}",Camper/RV,10
2569,Male,50+,Outdoors,Contractor,Summer,1751814,21,0.238095238095238,0.428571428571429,0.333333333333333,0.19047619047619,0.285714285714286,0.380952380952381,0.142857142857143,0.142857142857143,0.428571428571429,0.238095238095238,0.19047619047619,0.476190476190476,0.523809523809524,Private room,"18th Street, Santa Monica, CA 90403, United States",,59,"{""Cable TV"",Internet,""Wireless Internet"",""Wheelchair Accessible"",""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),""Family/Kid Friendly"",Shampoo,Iron,""Laptop Friendly Workspace""}",House,9
2570,Male,18-30,Outdoors,Student,Spring,3584896,21,0.333333333333333,0.476190476190476,0.19047619047619,0.333333333333333,0.333333333333333,0.142857142857143,0.19047619047619,0.19047619047619,0.333333333333333,0.333333333333333,0.142857142857143,0.476190476190476,0.523809523809524,Entire home/apt,"17th Street, Santa Monica, CA, United States",,995,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,Essentials}",House,9
2571,Male,30-50,Indoors,IT Professional,Summer,10527380,21,0.285714285714286,0.285714285714286,0.428571428571429,0.333333333333333,0.238095238095238,4.76190476190476e-002,0.380952380952381,0.333333333333333,0.238095238095238,0.285714285714286,0.142857142857143,0.619047619047619,0.380952380952381,Entire home/apt,"Santa Monica Boulevard, Santa Monica, CA 90401, United States",,375,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Hangers,""Hair Dryer""}",House,
2572,Female,50+,Outdoors,Contractor,Spring,11041854,21,0.285714285714286,0.380952380952381,0.333333333333333,0.19047619047619,0.333333333333333,0.285714285714286,0.19047619047619,0.238095238095238,0.238095238095238,0.285714285714286,0.238095238095238,0.428571428571429,0.571428571428571,Private room,"18th Street, Santa Monica, CA 90403, United States",,79,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",House,9
2573,Male,30-50,Indoors,IT Professional,Spring,11760628,21,0.333333333333333,0.19047619047619,0.476190476190476,0.19047619047619,0.19047619047619,0.238095238095238,0.380952380952381,0.285714285714286,0.285714285714286,0.333333333333333,9.52380952380952e-002,0.619047619047619,0.380952380952381,Private room,"2nd Street, Santa Monica, CA 90403, United States",,90,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,""24-Hour Check-in"",Hangers,""",House,10
2574,Female,50+,Outdoors,Contractor,Spring,2845318,21,0.428571428571429,0.285714285714286,0.285714285714286,0.333333333333333,9.52380952380952e-002,0.380952380952381,0.19047619047619,4.76190476190476e-002,0.238095238095238,0.428571428571429,0.285714285714286,0.523809523809524,0.476190476190476,Entire home/apt,"Pacific Coast Highway, Santa Monica, CA 90401, United States",,178,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",""Pets live on this property"",Dog(s),Cat(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""First Aid Kit"",Essentials,Shampoo}",House,9
2575,Female,30-50,Outdoors,IT Professional,Winter,12543773,21,0.428571428571429,0.333333333333333,0.238095238095238,9.52380952380952e-002,0.428571428571429,0.285714285714286,0.19047619047619,0.285714285714286,0.142857142857143,0.428571428571429,0.142857142857143,0.571428571428571,0.428571428571429,Private room,"Marine Street, Santa Monica, CA 90405, United States",,97,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Laptop Friendly Workspace""}",House,
2576,Male,18-30,Outdoors,Student,Fall,1466880,21,0.333333333333333,0.380952380952381,0.285714285714286,0.428571428571429,0.285714285714286,0.142857142857143,0.142857142857143,0.238095238095238,0.238095238095238,0.333333333333333,0.19047619047619,0.571428571428571,0.428571428571429,Shared room,"19th Street, Santa Monica, CA 90404, United States",,50,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials}",House,9
2577,Male,30-50,Indoors,IT Professional,Summer,1130984,13,0.230769230769231,0.461538461538462,0.307692307692308,0.307692307692308,0.307692307692308,0.153846153846154,0.230769230769231,0.384615384615385,0.153846153846154,0.230769230769231,0.230769230769231,0.461538461538462,0.538461538461538,Entire home/apt,"West Sunnyside Avenue, Chicago, IL 60625, United States",,60,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer}",Apartment,9
2578,Female,50+,Indoors,Contractor,Fall,3786341,13,0.230769230769231,0.384615384615385,0.384615384615385,0.384615384615385,0.153846153846154,0.153846153846154,0.307692307692308,0.307692307692308,7.69230769230769e-002,0.230769230769231,0.384615384615385,0.615384615384615,0.384615384615385,Private room,"N Bell Ave, Chicago, IL 60618, United States",,55,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,Washer,Essentials,Shampoo}",Apartment,9
2579,Male,50+,Outdoors,Contractor,Winter,1819387,13,0.307692307692308,0.307692307692308,0.384615384615385,7.69230769230769e-002,0.153846153846154,0.615384615384615,0.153846153846154,0.307692307692308,7.69230769230769e-002,0.230769230769231,0.384615384615385,0.615384615384615,0.384615384615385,Private room,"N Damen Ave, Chicago, IL 60625, United States",,55,"{Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer}",Apartment,9
2580,Male,30-50,Outdoors,IT Professional,Fall,3818217,13,0.307692307692308,0.384615384615385,0.307692307692308,0.384615384615385,0.230769230769231,0.307692307692308,7.69230769230769e-002,0.384615384615385,7.69230769230769e-002,0.230769230769231,0.307692307692308,0.615384615384615,0.384615384615385,Private room,"North Damen Avenue, Chicago, IL 60625, United States",,65,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,Essentials}",Apartment,8
2581,Female,30-50,Outdoors,IT Professional,Winter,1455485,13,0.615384615384615,0.307692307692308,7.69230769230769e-002,7.69230769230769e-002,0.384615384615385,0.153846153846154,0.384615384615385,0.307692307692308,0.153846153846154,0.461538461538462,7.69230769230769e-002,0.615384615384615,0.384615384615385,Private room,"North Maplewood Avenue, Chicago, IL 60625, United States",,34,"{TV,Internet,""Wireless Internet"",Kitchen,""Hot Tub"",Heating,Washer,Essentials}",Apartment,7
2582,Male,50+,Indoors,Contractor,Winter,1719980,13,0.384615384615385,0.230769230769231,0.384615384615385,0.307692307692308,0.153846153846154,0.461538461538462,7.69230769230769e-002,0.153846153846154,0.307692307692308,0.307692307692308,0.230769230769231,0.615384615384615,0.384615384615385,Private room,"W Balmoral Ave, Chicago, IL 60625, United States",,99,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Smoking Allowed"",""Pets Allowed"",""Pets live on this property"",Dog(s),""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Shampoo}",Apartment,9
2583,Female,30-50,Outdoors,IT Professional,Winter,3161643,13,0.230769230769231,0.307692307692308,0.461538461538462,0.153846153846154,0.384615384615385,0.384615384615385,7.69230769230769e-002,0.307692307692308,0.384615384615385,7.69230769230769e-002,0.230769230769231,0.538461538461538,0.461538461538462,Entire home/apt,"West Gunnison Street, Chicago, IL 60625, United States",,96,"{Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Essentials,Shampoo}",Apartment,10
2584,Female,18-30,Indoors,Student,Winter,4504894,13,0.615384615384615,0.230769230769231,0.153846153846154,0.230769230769231,0.230769230769231,0.153846153846154,0.384615384615385,0.153846153846154,0.384615384615385,0.461538461538462,0,0.307692307692308,0.692307692307692,Entire home/apt,"North Hoyne Avenue, Chicago, IL 60625, United States",,150,"{TV,Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Essentials,Shampoo}",Apartment,7
2585,Female,50+,Outdoors,Contractor,Fall,4824906,13,0.384615384615385,0.384615384615385,0.230769230769231,0.230769230769231,0.384615384615385,0.230769230769231,0.153846153846154,0.153846153846154,0.384615384615385,0.307692307692308,0.153846153846154,0.230769230769231,0.769230769230769,Entire home/apt,"North Hamilton Avenue, Chicago, IL 60625, United States",,130,"{Internet,""Wireless Internet"",Kitchen,""Smoking Allowed"",""Pets Allowed"",""Buzzer/Wireless Intercom"",Heating,Essentials}",Apartment,9
2586,Male,18-30,Indoors,Student,Summer,1493526,13,0.384615384615385,0.307692307692308,0.307692307692308,0.230769230769231,0.384615384615385,0.153846153846154,0.230769230769231,0.461538461538462,0.230769230769231,0.153846153846154,0.153846153846154,0.538461538461538,0.461538461538462,Entire home/apt,"N Ravenswood Avenue, Chicago, IL 60640, United States",,130,"{Internet,""Wireless Internet"",Heating}",Apartment,9
2587,Female,30-50,Indoors,IT Professional,Fall,11326229,21,0.428571428571429,0.380952380952381,0.19047619047619,0.333333333333333,4.76190476190476e-002,0.285714285714286,0.333333333333333,0.142857142857143,0.19047619047619,0.428571428571429,0.238095238095238,0.523809523809524,0.476190476190476,Entire home/apt,"Colorado Avenue, Santa Monica, CA 90401, United States",,175,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.host",Apartment,10
2588,Male,18-30,Indoors,Student,Winter,4116862,21,0.380952380952381,0.476190476190476,0.142857142857143,0.19047619047619,0.285714285714286,0.19047619047619,0.333333333333333,0.19047619047619,0.333333333333333,0.380952380952381,9.52380952380952e-002,0.380952380952381,0.619047619047619,Entire home/apt,"6th Street, Santa Monica, CA 90403, United States",,150,"{TV,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Shampoo,Hangers,""Hair Dryer"",Ir",House,10
2589,Male,18-30,Indoors,Student,Summer,1751814,21,0.238095238095238,0.428571428571429,0.333333333333333,0.19047619047619,0.285714285714286,0.380952380952381,0.142857142857143,0.142857142857143,0.428571428571429,0.238095238095238,0.19047619047619,0.476190476190476,0.523809523809524,Private room,"18th Street, Santa Monica, CA 90403, United States",,59,"{""Cable TV"",Internet,""Wireless Internet"",""Wheelchair Accessible"",""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),""Family/Kid Friendly"",Shampoo,Iron,""Laptop Friendly Workspace""}",House,9
2590,Female,30-50,Indoors,IT Professional,Winter,10527380,21,0.285714285714286,0.285714285714286,0.428571428571429,0.333333333333333,0.238095238095238,4.76190476190476e-002,0.380952380952381,0.333333333333333,0.238095238095238,0.285714285714286,0.142857142857143,0.619047619047619,0.380952380952381,Entire home/apt,"Santa Monica Boulevard, Santa Monica, CA 90401, United States",,375,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Hangers,""Hair Dryer""}",House,
2591,Female,30-50,Outdoors,IT Professional,Fall,5014683,21,0.238095238095238,0.380952380952381,0.380952380952381,0.19047619047619,0.238095238095238,0.238095238095238,0.333333333333333,0.19047619047619,0.238095238095238,0.238095238095238,0.333333333333333,0.428571428571429,0.571428571428571,Private room,"22nd Street, Santa Monica, CA 90403, United States",,69,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Smoking Allowed"",Breakfast,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",House,10
2592,Male,30-50,Outdoors,IT Professional,Summer,11041854,21,0.285714285714286,0.380952380952381,0.333333333333333,0.19047619047619,0.333333333333333,0.285714285714286,0.19047619047619,0.238095238095238,0.238095238095238,0.285714285714286,0.238095238095238,0.428571428571429,0.571428571428571,Private room,"18th Street, Santa Monica, CA 90403, United States",,79,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",House,9
2593,Male,18-30,Indoors,Student,Fall,11760628,21,0.333333333333333,0.19047619047619,0.476190476190476,0.19047619047619,0.19047619047619,0.238095238095238,0.380952380952381,0.285714285714286,0.285714285714286,0.333333333333333,9.52380952380952e-002,0.619047619047619,0.380952380952381,Private room,"2nd Street, Santa Monica, CA 90403, United States",,90,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,""24-Hour Check-in"",Hangers,""",House,10
2594,Female,18-30,Outdoors,Student,Spring,2583104,21,0.428571428571429,0.380952380952381,0.19047619047619,0.428571428571429,0.238095238095238,0.142857142857143,0.19047619047619,0.142857142857143,0.19047619047619,0.428571428571429,0.238095238095238,0.571428571428571,0.428571428571429,Private room,"5th St, Santa Monica, CA 90403, United States",,70,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",House,10
2595,Male,18-30,Indoors,Student,Spring,12543773,21,0.428571428571429,0.333333333333333,0.238095238095238,9.52380952380952e-002,0.428571428571429,0.285714285714286,0.19047619047619,0.285714285714286,0.142857142857143,0.428571428571429,0.142857142857143,0.571428571428571,0.428571428571429,Private room,"Marine Street, Santa Monica, CA 90405, United States",,97,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Laptop Friendly Workspace""}",House,
